STATE/UT,Year,TYPE OF JAIL,"Number of Central Jails",Total Capacity of male Inmates,Total Capacity of female Inmates,Total Capacity of Inmates,Male Inmate population,Female Inmate population,Total Inmate population
SIKKIM,2010,CENTRAL JAIL,1,119,28,147,138,5,143
SIKKIM,2010,DISTRICT JAIL,1,41,19,60,62,2,64
SIKKIM,2010,SUB JAIL,0,0,0,0,0,0,0
SIKKIM,2010,WOMEN JAIL,0,0,0,0,0,0,0
SIKKIM,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
SIKKIM,2010,OPEN JAIL,0,0,0,0,0,0,0
SIKKIM,2010,SPECIAL JAIL,0,0,0,0,0,0,0
SIKKIM,2010,OTHERS,0,0,0,0,0,0,0
SIKKIM,2010,TOTAL,2,160,47,207,200,7,207
SIKKIM,2011,CENTRAL JAIL,1,119,28,147,129,2,131
SIKKIM,2011,DISTRICT JAIL,1,41,19,60,59,0,59
SIKKIM,2011,SUB JAIL,0,0,0,0,0,0,0
SIKKIM,2011,WOMEN JAIL,0,0,0,0,0,0,0
SIKKIM,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
SIKKIM,2011,OPEN JAIL,0,0,0,0,0,0,0
SIKKIM,2011,SPECIAL JAIL,0,0,0,0,0,0,0
SIKKIM,2011,OTHERS,0,0,0,0,0,0,0
SIKKIM,2011,TOTAL,2,160,47,207,188,2,190
SIKKIM,2012,CENTRAL JAIL,1,119,28,147,160,2,162
SIKKIM,2012,DISTRICT JAIL,1,41,19,60,70,4,74
SIKKIM,2012,SUB JAIL,0,0,0,0,0,0,0
SIKKIM,2012,WOMEN JAIL,0,0,0,0,0,0,0
SIKKIM,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
SIKKIM,2012,OPEN JAIL,0,0,0,0,0,0,0
SIKKIM,2012,SPECIAL JAIL,0,0,0,0,0,0,0
SIKKIM,2012,OTHERS,0,0,0,0,0,0,0
SIKKIM,2012,TOTAL,2,160,47,207,230,6,236
TAMILNADU,2001,CENTRAL JAIL,9,13522,246,13768,14622,58,14680
TAMILNADU,2001,DISTRICT JAIL,0,0,0,0,0,0,0
TAMILNADU,2001,SUB JAIL,114,3162,510,3672,4371,927,5298
TAMILNADU,2001,WOMEN JAIL,2,0,513,513,0,825,825
TAMILNADU,2001,BORSTAL SCHOOL,1,405,0,405,25,0,25
TAMILNADU,2001,OPEN JAIL,1,100,0,100,11,0,11
TAMILNADU,2001,SPECIAL JAIL,6,732,58,790,271,150,421
TAMILNADU,2001,OTHERS,0,0,0,0,0,0,0
TAMILNADU,2001,TOTAL,133,17921,1327,19248,19300,1960,21260
TAMILNADU,2002,CENTRAL JAIL,9,12776,46,12822,16283,49,16332
TAMILNADU,2002,DISTRICT JAIL,0,0,0,0,0,0,0
TAMILNADU,2002,SUB JAIL,113,2897,718,3615,3426,531,3957
TAMILNADU,2002,WOMEN JAIL,2,0,513,513,0,1080,1080
TAMILNADU,2002,BORSTAL SCHOOL,1,405,0,405,25,0,25
TAMILNADU,2002,OPEN JAIL,1,100,0,100,16,0,16
TAMILNADU,2002,SPECIAL JAIL,7,653,194,847,356,129,485
TAMILNADU,2002,OTHERS,0,0,0,0,0,0,0
TAMILNADU,2002,TOTAL,133,16831,1471,18302,20106,1789,21895
TAMILNADU,2003,CENTRAL JAIL,9,12776,46,12822,16407,184,16591
TAMILNADU,2003,DISTRICT JAIL,0,0,0,0,0,0,0
TAMILNADU,2003,SUB JAIL,113,2897,718,3615,4153,478,4631
TAMILNADU,2003,WOMEN JAIL,2,0,513,513,0,863,863
TAMILNADU,2003,BORSTAL SCHOOL,1,405,0,405,11,0,11
TAMILNADU,2003,OPEN JAIL,1,100,0,100,89,0,89
TAMILNADU,2003,SPECIAL JAIL,6,693,194,887,137,331,468
TAMILNADU,2003,OTHERS,1,10,0,10,0,0,0
TAMILNADU,2003,TOTAL,133,16881,1471,18352,20797,1856,22653
TAMILNADU,2004,CENTRAL JAIL,9,12728,84,12812,16109,100,16209
TAMILNADU,2004,DISTRICT JAIL,0,0,0,0,0,0,0
TAMILNADU,2004,SUB JAIL,113,3268,347,3615,2859,688,3547
TAMILNADU,2004,WOMEN JAIL,2,0,513,513,0,828,828
TAMILNADU,2004,BORSTAL SCHOOL,1,405,0,405,9,0,9
TAMILNADU,2004,OPEN JAIL,1,100,0,100,89,0,89
TAMILNADU,2004,SPECIAL JAIL,6,279,418,697,197,214,411
TAMILNADU,2004,OTHERS,1,10,0,10,9,0,9
TAMILNADU,2004,TOTAL,133,16790,1362,18152,19272,1830,21102
TAMILNADU,2005,CENTRAL JAIL,8,12728,84,12812,15731,104,15835
TAMILNADU,2005,DISTRICT JAIL,0,0,0,0,0,0,0
TAMILNADU,2005,SUB JAIL,113,3230,602,3832,3106,621,3727
TAMILNADU,2005,WOMEN JAIL,2,0,513,513,0,862,862
TAMILNADU,2005,BORSTAL SCHOOL,1,405,0,405,11,0,11
TAMILNADU,2005,OPEN JAIL,1,100,0,100,85,0,85
TAMILNADU,2005,SPECIAL JAIL,7,159,84,243,129,22,151
TAMILNADU,2005,OTHERS,1,10,0,10,10,0,10
TAMILNADU,2005,TOTAL,133,16632,1283,17915,19072,1609,20681
TAMILNADU,2006,CENTRAL JAIL,9,12272,84,12356,13940,44,13984
TAMILNADU,2006,DISTRICT JAIL,6,159,84,243,61,119,180
TAMILNADU,2006,SUB JAIL,113,3230,602,3832,2749,502,3251
TAMILNADU,2006,WOMEN JAIL,2,0,513,513,0,789,789
TAMILNADU,2006,BORSTAL SCHOOL,1,405,0,405,339,0,339
TAMILNADU,2006,OPEN JAIL,1,100,0,100,53,0,53
TAMILNADU,2006,SPECIAL JAIL,1,10,0,10,10,0,10
TAMILNADU,2006,OTHERS,1,40,0,40,50,0,50
TAMILNADU,2006,TOTAL,134,16216,1283,17499,17202,1454,18656
TAMILNADU,2007,CENTRAL JAIL,9,14093,0,14093,12957,49,13006
TAMILNADU,2007,DISTRICT JAIL,4,877,0,877,444,0,444
TAMILNADU,2007,SUB JAIL,109,3131,360,3491,1718,238,1956
TAMILNADU,2007,WOMEN JAIL,3,0,1013,1013,0,824,824
TAMILNADU,2007,BORSTAL SCHOOL,1,40,0,40,140,0,140
TAMILNADU,2007,OPEN JAIL,2,110,0,110,59,0,59
TAMILNADU,2007,SPECIAL JAIL,6,279,418,697,66,104,170
TAMILNADU,2007,OTHERS,0,0,0,0,0,0,0
TAMILNADU,2007,TOTAL,134,18530,1791,20321,15384,1215,16599
TAMILNADU,2008,CENTRAL JAIL,9,14009,84,14093,12485,49,12534
TAMILNADU,2008,DISTRICT JAIL,4,877,0,877,365,0,365
TAMILNADU,2008,SUB JAIL,99,2694,301,2995,1675,230,1905
TAMILNADU,2008,WOMEN JAIL,3,0,1013,1013,0,712,712
TAMILNADU,2008,BORSTAL SCHOOL,11,633,0,633,563,0,563
TAMILNADU,2008,OPEN JAIL,2,110,0,110,45,0,45
TAMILNADU,2008,SPECIAL JAIL,5,172,418,590,0,80,80
TAMILNADU,2008,OTHERS,0,0,0,0,0,0,0
TAMILNADU,2008,TOTAL,133,18495,1816,20311,15133,1071,16204
TAMILNADU,2009,CENTRAL JAIL,9,14009,118,14127,11303,71,11374
TAMILNADU,2009,DISTRICT JAIL,6,1277,0,1277,571,0,571
TAMILNADU,2009,SUB JAIL,97,2739,359,3098,1324,117,1441
TAMILNADU,2009,WOMEN JAIL,3,0,1070,1070,0,506,506
TAMILNADU,2009,BORSTAL SCHOOL,12,667,0,667,337,0,337
TAMILNADU,2009,OPEN JAIL,2,110,0,110,55,0,55
TAMILNADU,2009,SPECIAL JAIL,5,172,418,590,0,76,76
TAMILNADU,2009,OTHERS,0,0,0,0,0,0,0
TAMILNADU,2009,TOTAL,134,18974,1965,20939,13590,770,14360
TAMILNADU,2010,CENTRAL JAIL,9,14009,118,14127,11123,57,11180
TAMILNADU,2010,DISTRICT JAIL,6,1277,0,1277,449,0,449
TAMILNADU,2010,SUB JAIL,97,2739,359,3098,1179,120,1299
TAMILNADU,2010,WOMEN JAIL,3,0,1070,1070,0,474,474
TAMILNADU,2010,BORSTAL SCHOOL,12,667,0,667,357,0,357
TAMILNADU,2010,OPEN JAIL,2,110,0,110,24,0,24
TAMILNADU,2010,SPECIAL JAIL,5,172,418,590,0,83,83
TAMILNADU,2010,OTHERS,0,0,0,0,0,0,0
TAMILNADU,2010,TOTAL,134,18974,1965,20939,13132,734,13866
TAMILNADU,2011,CENTRAL JAIL,9,14009,118,14127,10676,55,10731
TAMILNADU,2011,DISTRICT JAIL,9,1877,0,1877,612,0,612
TAMILNADU,2011,SUB JAIL,94,2635,336,2971,1362,184,1546
TAMILNADU,2011,WOMEN JAIL,3,0,1569,1569,0,473,473
TAMILNADU,2011,BORSTAL SCHOOL,12,667,0,667,383,0,383
TAMILNADU,2011,OPEN JAIL,2,110,0,110,66,0,66
TAMILNADU,2011,SPECIAL JAIL,5,172,418,590,0,58,58
TAMILNADU,2011,OTHERS,0,0,0,0,0,0,0
TAMILNADU,2011,TOTAL,134,19470,2441,21911,13099,770,13869
TAMILNADU,2012,CENTRAL JAIL,9,14009,118,14127,10096,47,10143
TAMILNADU,2012,DISTRICT JAIL,9,1877,0,1877,613,0,613
TAMILNADU,2012,SUB JAIL,95,2689,336,3025,1355,154,1509
TAMILNADU,2012,WOMEN JAIL,3,0,1569,1569,0,482,482
TAMILNADU,2012,BORSTAL SCHOOL,12,653,0,653,321,0,321
TAMILNADU,2012,OPEN JAIL,2,110,0,110,63,0,63
TAMILNADU,2012,SPECIAL JAIL,5,172,418,590,0,64,64
TAMILNADU,2012,OTHERS,0,0,0,0,0,0,0
TAMILNADU,2012,TOTAL,135,19510,2441,21951,12448,747,13195
TRIPURA,2001,CENTRAL JAIL,1,210,0,210,453,0,453
TRIPURA,2001,DISTRICT JAIL,2,106,6,112,262,0,262
TRIPURA,2001,SUB JAIL,7,353,14,367,309,3,312
TRIPURA,2001,WOMEN JAIL,1,0,30,30,0,13,13
TRIPURA,2001,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2001,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2001,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2001,OTHERS,0,0,0,0,0,0,0
TRIPURA,2001,TOTAL,11,669,50,719,1024,16,1040
TRIPURA,2002,CENTRAL JAIL,1,210,0,210,599,0,599
TRIPURA,2002,DISTRICT JAIL,2,106,6,112,140,4,144
TRIPURA,2002,SUB JAIL,7,366,14,380,288,0,288
TRIPURA,2002,WOMEN JAIL,1,0,30,30,0,10,10
TRIPURA,2002,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2002,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2002,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2002,OTHERS,0,0,0,0,0,0,0
TRIPURA,2002,TOTAL,11,682,50,732,1027,14,1041
TRIPURA,2003,CENTRAL JAIL,1,211,0,211,476,0,476
TRIPURA,2003,DISTRICT JAIL,2,102,6,108,272,0,272
TRIPURA,2003,SUB JAIL,7,425,17,442,635,6,641
TRIPURA,2003,WOMEN JAIL,1,0,30,30,0,12,12
TRIPURA,2003,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2003,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2003,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2003,OTHERS,0,0,0,0,0,0,0
TRIPURA,2003,TOTAL,11,738,53,791,1383,18,1401
TRIPURA,2004,CENTRAL JAIL,1,211,0,211,510,0,510
TRIPURA,2004,DISTRICT JAIL,2,102,6,108,255,3,258
TRIPURA,2004,SUB JAIL,7,408,14,422,476,3,479
TRIPURA,2004,WOMEN JAIL,1,0,30,30,0,18,18
TRIPURA,2004,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2004,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2004,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2004,OTHERS,0,0,0,0,0,0,0
TRIPURA,2004,TOTAL,11,721,50,771,1241,24,1265
TRIPURA,2005,CENTRAL JAIL,1,355,0,355,681,0,681
TRIPURA,2005,DISTRICT JAIL,2,252,6,258,221,6,227
TRIPURA,2005,SUB JAIL,7,408,14,422,472,11,483
TRIPURA,2005,WOMEN JAIL,1,0,30,30,0,19,19
TRIPURA,2005,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2005,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2005,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2005,OTHERS,0,0,0,0,0,0,0
TRIPURA,2005,TOTAL,11,1015,50,1065,1374,36,1410
TRIPURA,2006,CENTRAL JAIL,1,355,0,355,693,0,693
TRIPURA,2006,DISTRICT JAIL,2,252,6,258,200,3,203
TRIPURA,2006,SUB JAIL,7,408,14,422,444,8,452
TRIPURA,2006,WOMEN JAIL,1,0,30,30,0,22,22
TRIPURA,2006,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2006,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2006,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2006,OTHERS,0,0,0,0,0,0,0
TRIPURA,2006,TOTAL,11,1015,50,1065,1337,33,1370
TRIPURA,2007,CENTRAL JAIL,1,355,0,355,670,0,670
TRIPURA,2007,DISTRICT JAIL,2,252,6,258,224,1,225
TRIPURA,2007,SUB JAIL,7,408,14,422,386,7,393
TRIPURA,2007,WOMEN JAIL,1,0,30,30,0,29,29
TRIPURA,2007,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2007,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2007,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2007,OTHERS,0,0,0,0,0,0,0
TRIPURA,2007,TOTAL,11,1015,50,1065,1280,37,1317
TRIPURA,2008,CENTRAL JAIL,1,355,0,355,671,0,671
TRIPURA,2008,DISTRICT JAIL,2,252,6,258,254,1,255
TRIPURA,2008,SUB JAIL,7,408,14,422,326,4,330
TRIPURA,2008,WOMEN JAIL,1,0,30,30,0,22,22
TRIPURA,2008,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2008,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2008,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2008,OTHERS,0,0,0,0,0,0,0
TRIPURA,2008,TOTAL,11,1015,50,1065,1251,27,1278
TRIPURA,2009,CENTRAL JAIL,1,355,0,355,499,0,499
TRIPURA,2009,DISTRICT JAIL,2,268,6,274,216,4,220
TRIPURA,2009,SUB JAIL,8,622,41,663,243,9,252
TRIPURA,2009,WOMEN JAIL,1,0,30,30,0,17,17
TRIPURA,2009,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2009,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2009,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2009,OTHERS,0,0,0,0,0,0,0
TRIPURA,2009,TOTAL,12,1245,77,1322,958,30,988
TRIPURA,2010,CENTRAL JAIL,1,355,0,355,450,0,450
TRIPURA,2010,DISTRICT JAIL,2,268,6,274,152,3,155
TRIPURA,2010,SUB JAIL,8,622,41,663,327,7,334
TRIPURA,2010,WOMEN JAIL,1,0,30,30,0,12,12
TRIPURA,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2010,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2010,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2010,OTHERS,0,0,0,0,0,0,0
TRIPURA,2010,TOTAL,12,1245,77,1322,929,22,951
TRIPURA,2011,CENTRAL JAIL,1,355,0,355,424,0,424
TRIPURA,2011,DISTRICT JAIL,2,268,6,274,167,2,169
TRIPURA,2011,SUB JAIL,8,622,41,663,273,8,281
TRIPURA,2011,WOMEN JAIL,1,0,30,30,0,25,25
TRIPURA,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2011,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2011,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2011,OTHERS,0,0,0,0,0,0,0
TRIPURA,2011,TOTAL,12,1245,77,1322,864,35,899
TRIPURA,2012,CENTRAL JAIL,1,355,0,355,426,0,426
TRIPURA,2012,DISTRICT JAIL,2,268,6,274,160,0,160
TRIPURA,2012,SUB JAIL,8,622,41,663,287,3,290
TRIPURA,2012,WOMEN JAIL,1,0,30,30,0,25,25
TRIPURA,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
TRIPURA,2012,OPEN JAIL,0,0,0,0,0,0,0
TRIPURA,2012,SPECIAL JAIL,0,0,0,0,0,0,0
TRIPURA,2012,OTHERS,0,0,0,0,0,0,0
TRIPURA,2012,TOTAL,12,1245,77,1322,873,28,901
UTTAR PRADESH,2001,CENTRAL JAIL,5,7001,30,7031,7033,53,7086
UTTAR PRADESH,2001,DISTRICT JAIL,49,23961,810,24771,43970,1147,45117
UTTAR PRADESH,2001,SUB JAIL,3,359,45,404,803,10,813
UTTAR PRADESH,2001,WOMEN JAIL,1,0,70,70,0,18,18
UTTAR PRADESH,2001,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2001,OPEN JAIL,1,738,0,738,0,0,0
UTTAR PRADESH,2001,SPECIAL JAIL,2,658,70,728,160,102,262
UTTAR PRADESH,2001,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2001,TOTAL,61,32717,1025,33742,51966,1330,53296
UTTAR PRADESH,2002,CENTRAL JAIL,5,6087,30,6117,5746,35,5781
UTTAR PRADESH,2002,DISTRICT JAIL,49,24979,930,25909,44510,1089,45599
UTTAR PRADESH,2002,SUB JAIL,3,359,45,404,440,14,454
UTTAR PRADESH,2002,WOMEN JAIL,1,0,70,70,0,126,126
UTTAR PRADESH,2002,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2002,OPEN JAIL,1,738,0,738,0,0,0
UTTAR PRADESH,2002,SPECIAL JAIL,2,544,70,614,265,0,265
UTTAR PRADESH,2002,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2002,TOTAL,61,32707,1145,33852,50961,1264,52225
UTTAR PRADESH,2003,CENTRAL JAIL,5,6151,30,6181,6307,16,6323
UTTAR PRADESH,2003,DISTRICT JAIL,49,25241,930,26171,42453,963,43416
UTTAR PRADESH,2003,SUB JAIL,3,359,45,404,475,2,477
UTTAR PRADESH,2003,WOMEN JAIL,1,0,70,70,0,140,140
UTTAR PRADESH,2003,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2003,OPEN JAIL,1,738,0,738,0,0,0
UTTAR PRADESH,2003,SPECIAL JAIL,2,588,70,658,175,0,175
UTTAR PRADESH,2003,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2003,TOTAL,61,33077,1145,34222,49410,1121,50531
UTTAR PRADESH,2004,CENTRAL JAIL,5,7001,34,7035,6912,29,6941
UTTAR PRADESH,2004,DISTRICT JAIL,49,24726,1105,25831,42931,1008,43939
UTTAR PRADESH,2004,SUB JAIL,3,376,28,404,498,5,503
UTTAR PRADESH,2004,WOMEN JAIL,1,0,70,70,0,110,110
UTTAR PRADESH,2004,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2004,OPEN JAIL,0,0,0,0,0,0,0
UTTAR PRADESH,2004,SPECIAL JAIL,2,528,0,528,213,0,213
UTTAR PRADESH,2004,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2004,TOTAL,60,32631,1237,33868,50554,1152,51706
UTTAR PRADESH,2005,CENTRAL JAIL,5,5940,34,5974,8589,33,8622
UTTAR PRADESH,2005,DISTRICT JAIL,50,26253,1105,27358,46021,1182,47203
UTTAR PRADESH,2005,SUB JAIL,3,488,28,516,474,3,477
UTTAR PRADESH,2005,WOMEN JAIL,1,0,70,70,0,125,125
UTTAR PRADESH,2005,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2005,OPEN JAIL,0,0,0,0,0,0,0
UTTAR PRADESH,2005,SPECIAL JAIL,2,528,0,528,291,0,291
UTTAR PRADESH,2005,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2005,TOTAL,61,33209,1237,34446,55375,1343,56718
UTTAR PRADESH,2006,CENTRAL JAIL,5,5940,34,5974,11535,56,11591
UTTAR PRADESH,2006,DISTRICT JAIL,50,27603,1271,28874,52266,1700,53966
UTTAR PRADESH,2006,SUB JAIL,3,510,28,538,666,16,682
UTTAR PRADESH,2006,WOMEN JAIL,1,0,90,90,0,175,175
UTTAR PRADESH,2006,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2006,OPEN JAIL,0,0,0,0,0,0,0
UTTAR PRADESH,2006,SPECIAL JAIL,2,594,0,594,255,0,255
UTTAR PRADESH,2006,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2006,TOTAL,61,34647,1423,36070,64722,1947,66669
UTTAR PRADESH,2007,CENTRAL JAIL,5,6313,60,6373,14712,80,14792
UTTAR PRADESH,2007,DISTRICT JAIL,50,29140,1242,30382,58139,2081,60220
UTTAR PRADESH,2007,SUB JAIL,3,376,28,404,681,13,694
UTTAR PRADESH,2007,WOMEN JAIL,1,0,90,90,0,155,155
UTTAR PRADESH,2007,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2007,OPEN JAIL,0,0,0,0,0,0,0
UTTAR PRADESH,2007,SPECIAL JAIL,2,594,0,594,319,0,319
UTTAR PRADESH,2007,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2007,TOTAL,61,36423,1420,37843,73851,2329,76180
UTTAR PRADESH,2008,CENTRAL JAIL,5,7060,30,7090,14305,88,14393
UTTAR PRADESH,2008,DISTRICT JAIL,51,32226,1652,33878,62799,2434,65233
UTTAR PRADESH,2008,SUB JAIL,3,376,28,404,692,18,710
UTTAR PRADESH,2008,WOMEN JAIL,1,0,90,90,0,154,154
UTTAR PRADESH,2008,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2008,OPEN JAIL,0,0,0,0,0,0,0
UTTAR PRADESH,2008,SPECIAL JAIL,2,714,0,714,319,0,319
UTTAR PRADESH,2008,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2008,TOTAL,62,40376,1800,42176,78115,2694,80809
UTTAR PRADESH,2009,CENTRAL JAIL,5,6977,60,7037,13207,91,13298
UTTAR PRADESH,2009,DISTRICT JAIL,51,32230,1648,33878,66777,2425,69202
UTTAR PRADESH,2009,SUB JAIL,3,376,28,404,685,24,709
UTTAR PRADESH,2009,WOMEN JAIL,1,0,420,420,0,219,219
UTTAR PRADESH,2009,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2009,OPEN JAIL,0,0,0,0,0,0,0
UTTAR PRADESH,2009,SPECIAL JAIL,2,788,0,788,377,0,377
UTTAR PRADESH,2009,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2009,TOTAL,62,40371,2156,42527,81046,2759,83805
UTTAR PRADESH,2010,CENTRAL JAIL,5,6917,60,6977,14887,87,14974
UTTAR PRADESH,2010,DISTRICT JAIL,51,34907,1849,36756,64113,2189,66302
UTTAR PRADESH,2010,SUB JAIL,3,340,28,368,637,13,650
UTTAR PRADESH,2010,WOMEN JAIL,1,0,420,420,0,342,342
UTTAR PRADESH,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2010,OPEN JAIL,0,0,0,0,0,0,0
UTTAR PRADESH,2010,SPECIAL JAIL,2,788,0,788,405,0,405
UTTAR PRADESH,2010,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2010,TOTAL,62,42952,2357,45309,80042,2631,82673
UTTAR PRADESH,2011,CENTRAL JAIL,5,6917,60,6977,13792,104,13896
UTTAR PRADESH,2011,DISTRICT JAIL,53,35896,2547,38443,64330,2614,66944
UTTAR PRADESH,2011,SUB JAIL,3,389,31,420,722,36,758
UTTAR PRADESH,2011,WOMEN JAIL,1,0,420,420,0,385,385
UTTAR PRADESH,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2011,OPEN JAIL,0,0,0,0,0,0,0
UTTAR PRADESH,2011,SPECIAL JAIL,2,788,0,788,400,0,400
UTTAR PRADESH,2011,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2011,TOTAL,64,43990,3058,47048,79244,3139,82383
UTTAR PRADESH,2012,CENTRAL JAIL,5,6917,60,6977,12758,100,12858
UTTAR PRADESH,2012,DISTRICT JAIL,54,36346,2567,38913,63248,2720,65968
UTTAR PRADESH,2012,SUB JAIL,3,389,31,420,740,37,777
UTTAR PRADESH,2012,WOMEN JAIL,1,0,420,420,0,306,306
UTTAR PRADESH,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTAR PRADESH,2012,OPEN JAIL,0,0,0,0,0,0,0
UTTAR PRADESH,2012,SPECIAL JAIL,2,788,0,788,402,0,402
UTTAR PRADESH,2012,OTHERS,0,0,0,0,0,0,0
UTTAR PRADESH,2012,TOTAL,65,44440,3078,47518,77148,3163,80311
UTTARANCHAL,2001,CENTRAL JAIL,0,0,0,0,0,0,0
UTTARANCHAL,2001,DISTRICT JAIL,6,1012,55,1067,1040,37,1077
UTTARANCHAL,2001,SUB JAIL,2,325,11,336,926,29,955
UTTARANCHAL,2001,WOMEN JAIL,0,0,0,0,0,0,0
UTTARANCHAL,2001,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTARANCHAL,2001,OPEN JAIL,1,1050,0,1050,258,0,258
UTTARANCHAL,2001,SPECIAL JAIL,0,0,0,0,0,0,0
UTTARANCHAL,2001,OTHERS,0,0,0,0,0,0,0
UTTARANCHAL,2001,TOTAL,9,2387,66,2453,2224,66,2290
UTTARANCHAL,2002,CENTRAL JAIL,0,0,0,0,0,0,0
UTTARANCHAL,2002,DISTRICT JAIL,6,1012,55,1067,1273,35,1308
UTTARANCHAL,2002,SUB JAIL,2,325,11,336,754,27,781
UTTARANCHAL,2002,WOMEN JAIL,0,0,0,0,0,0,0
UTTARANCHAL,2002,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTARANCHAL,2002,OPEN JAIL,1,1050,0,1050,270,0,270
UTTARANCHAL,2002,SPECIAL JAIL,0,0,0,0,0,0,0
UTTARANCHAL,2002,OTHERS,0,0,0,0,0,0,0
UTTARANCHAL,2002,TOTAL,9,2387,66,2453,2297,62,2359
UTTARANCHAL,2003,CENTRAL JAIL,0,0,0,0,0,0,0
UTTARANCHAL,2003,DISTRICT JAIL,6,1012,55,1067,1362,39,1401
UTTARANCHAL,2003,SUB JAIL,2,325,11,336,758,20,778
UTTARANCHAL,2003,WOMEN JAIL,0,0,0,0,0,0,0
UTTARANCHAL,2003,BORSTAL SCHOOL,0,0,0,0,0,0,0
UTTARANCHAL,2003,OPEN JAIL,1,1030,0,1030,252,0,252
UTTARANCHAL,2003,SPECIAL JAIL,0,0,0,0,0,0,0
UTTARANCHAL,2003,OTHERS,0,0,0,0,0,0,0
UTTARANCHAL,2003,TOTAL,9,2367,66,2433,2372,59,2431
UTTARANCHAL,2004,CENTRAL JAIL,0,0,0,0,0,0,0
UTTARANCHAL,2004,DISTRICT JAIL,6,1012,55,1067,1252,81,1333
UTTARANCHAL,2004,SUB JAIL,2,325,11,336,699,23,722
UTTARANCHAL,2004,WOMEN JAIL,0,0,0,0,0,0,0
UTTARANCHAL,2004,BORSTAL SCHOOL,0,0,0,0,0,0,0
