Category,State / UT Name,Jail Type Sl.No.,Jail Type,Number of jails,Jail Sl.No.,Jail Name,Contact No.,VC for Remand Purpose,VC for Trial Purpose,VC for Other Purpose,Location1,Location2,Email ID
State,Tamil Nadu,1,Central Jail,9,8,Central Prison Madurai,0452 2360031,YES,NO,NO,"New Jail Road, Arasaradi, Madurai-625016",NA,cpmdu16@gmail.com
State,Tamil Nadu,1,Central Jail,9,9,Central Prison Palayamkottai,0462 2531845,YES,NO,NO,"Palayamkottai, Tiruvelveli District-627002",NA,cppalay@gmail.com
State,Tamil Nadu,2,District Jail,9,1,District Jail Pudukottai,04322-232808,NO,NO,NO,"New Aranmanai Street, Pudukottai-622001",NA,NA
State,Tamil Nadu,2,District Jail,9,2,District Jail Dindugal,0451-2440155,NO,NO,NO,"Tashildar Office Complex, Dindigul District-624533",NA,NA
State,Tamil Nadu,2,District Jail,9,3,District Jail Srivaikundam,04651-256461,NO,NO,NO,tuticorin-628601,NA,NA
State,Tamil Nadu,2,District Jail,9,4,District Jail Nagercoil,04652-279576,NO,NO,NO,Kanyakumari District-629001,NA,NA
State,Tamil Nadu,2,District Jail,9,5,District Jail Virudhunagar,04562-265051,NO,NO,NO,"Madurai Road, Virudhunagar District-626001",NA,NA
State,Tamil Nadu,2,District Jail,9,6,District Jail Ramnad,04567-220013,NO,NO,NO,Tashildar Office Inside Vandikaran Street,Ramanathapuram District-623501,NA
State,Tamil Nadu,2,District Jail,9,7,District Jail Attur,04282-243524,NO,NO,NO,Tashildar Office Complex Athur-636102,NA,cpsalem@gmail.com
State,Tamil Nadu,2,District Jail,9,8,District Jail Nagapattinam,04365-240735,NO,NO,NO,Behind Velipalayam Police Station,Near Taluk Supply Office Court Campus Nagapattinam,NA
State,Tamil Nadu,2,District Jail,9,9,District Jail Gobe Chetipalayam,04285-221077,NO,NO,NO,Head post Office (PO) Gobichettipalayam,Erode District-638452,NA
State,Tamil Nadu,3,Sub Jail,96,1,Sub Jail Saidapet,044-22351601,NO,NO,NO,Taluk Office Road Little Mount Saidapet,Chennai-600015,NA
State,Tamil Nadu,3,Sub Jail,96,2,Sub Jail Madhuranthagam,044-27555354,NO,NO,NO,Hospital Road Maduranthangam-603306,Kancheepuram Dist.,NA
State,Tamil Nadu,3,Sub Jail,96,3,Sub Jail Kanchipuram,044-27223525,NO,NO,NO,Kamarajar Street Kancheepuram-631502,Kancheepuram Dist.,NA
State,Tamil Nadu,3,Sub Jail,96,4,Sub Jail Thiruvallore,044-27663577,NO,NO,NO,Taluk Office Complex Jawaharlal Nehru Road,Thiruvallur Dist.-602001,NA
State,Tamil Nadu,3,Sub Jail,96,5,Sub Jail Tirutani,044-27880118,NO,NO,NO,"Gandhi Road, Near Tiruthani Police Station",Tiruthani-631209,NA
State,Tamil Nadu,3,Sub Jail,96,6,Sub Jail Ponneri,044-27973217,NO,NO,NO,No.1 Taluk Office Road,Ponneri-601204 Thiruvallur Dist.,NA
State,Tamil Nadu,3,Sub Jail,96,7,Sub Jail Ambur,04174-249267,NO,NO,NO,"Broad Bazar, Ambur Post & Taluk",Vellore Dist.-635802,NA
State,Tamil Nadu,3,Sub Jail,96,8,Sub Jail Arakonam,04177-231666,NO,NO,NO,"Gandhi Road, Old Court Complex","Arakonam Post & Taluk, Vellore Dist.-631001",NA
State,Tamil Nadu,3,Sub Jail,96,9,Sub Jail Gudiyatham,04171-228122,NO,NO,NO,R S Road Near Tashildar Office,Gudiyatham Vellore Dist.-632602,NA
State,Tamil Nadu,3,Sub Jail,96,10,Sub Jail Thirupathur,04179-224395,NO,NO,NO,"Krishnagiri Main Road, Near Tashildar Office","Tirupathur Post & Taluk, Vellore Dist-635601",NA
State,Tamil Nadu,3,Sub Jail,96,11,Sub Jail Vaniyambadi,04174-232967,NO,NO,NO,"Neru Street, No.3 Jkatcherry Road",Vaniambadi Post & Taluk Vellore Dist.-635751,NA
State,Tamil Nadu,3,Sub Jail,96,12,Sub Jail Walaja,04172-232872,NO,NO,NO,"Wallajah Post & Taluk, Wallajah",Vellore Dist.-632513,NA
State,Tamil Nadu,3,Sub Jail,96,13,Sub Jail Arni,04173-228002,NO,NO,NO,Near New Bus Stand Arani Post & Taluk,Arani Tiruvannamalai Dist.-632301,NA
State,Tamil Nadu,3,Sub Jail,96,14,Sub Jail Chengam,04188-222688,NO,NO,NO,"Raja Veethi, Chengam Post & Taluk","Chengam, Tiruvannamalai Dist.-606701",NA
State,Tamil Nadu,3,Sub Jail,96,15,Sub Jail Cheyyar,NA,NO,NO,NO,"Arcot Road, Cheyyar Post & Taluk",Cheyyar Tiruvannamalai Dist.-604407,NA
State,Tamil Nadu,3,Sub Jail,96,16,Sub Jail Polur,NA,NO,NO,NO,"anna Salai, Tashildar Office Complex","Polur Post & Taluk, Tiruvannamalai Dist.-606601",NA
State,Tamil Nadu,3,Sub Jail,96,17,Sub Jail Thiruvannamalai,04175-250504,NO,NO,NO,"Anna Salai, Tashildar Office Complex",Tiruvannamalai Po & Taluk-606601,NA
State,Tamil Nadu,3,Sub Jail,96,18,Sub Jail Vandavasi,04183-226301,NO,NO,NO,"Kancheepuram Road, Vandavasi Post & Taluk",Vandavasi Tiruvannamalai Dist.-604408,NA
State,Tamil Nadu,3,Sub Jail,96,19,Sub Jail Chidambaram,04144-226739,NO,NO,NO,Chidambaram Cuddalore Dist.-608001,NA,NA
State,Tamil Nadu,3,Sub Jail,96,20,Sub Jail Virudhachalam,04143-239047,NO,NO,NO,"Virudachalam, Cuddalore Dist.-606001",NA,NA
State,Tamil Nadu,3,Sub Jail,96,21,Sub Jail Portonova,NA,NO,NO,NO,NA,NA,NA
State,Tamil Nadu,3,Sub Jail,96,22,Sub Jail Cuddalore,04142-220642,NO,NO,NO,Cuddalore Dist.-607001,NA,NA
State,Tamil Nadu,3,Sub Jail,96,23,Sub Jail Kallakurichi,04151-223500,NO,NO,NO,"Kallakurchi, Villupram Dist.-606202",NA,NA
State,Tamil Nadu,3,Sub Jail,96,24,Sub Jail Villupuram,04146-222660,NO,NO,NO,"Sub Jail, Villupuram",Villupuram Dist.-605602,NA
State,Tamil Nadu,3,Sub Jail,96,25,Sub Jail Tindivanam,04147-228730,NO,NO,NO,"Sub Jail Thindivanam, Villpuram Dist.-604001",NA,NA
State,Tamil Nadu,3,Sub Jail,96,26,Sub Jail Ulundurpet,04149-221578,NO,NO,NO,"Sub Jail Ulundurpet, Villupuram Dist.-606107",NA,NA
State,Tamil Nadu,3,Sub Jail,96,27,Sub Jail Thirukovilur,04153-252461,NO,NO,NO,"Sub Jail Thirukovilur, Sandaipettai",Villupuram Dist.-605766,NA
State,Tamil Nadu,3,Sub Jail,96,28,Sub Jail Manaparai,04332-262100,NO,NO,NO,Tashildhar Office Building Complex,Trichy Main Road SubJail Manaparai Trichy-621306,NA
State,Tamil Nadu,3,Sub Jail,96,29,Sub Jail Lalgudi,0431-2543033,NO,NO,NO,"Tasildar Office Building Complex, Siruthaiyur","Trichy Main Road, Sub Jail, Lalgudi Trichy Dist.-6",NA
State,Tamil Nadu,3,Sub Jail,96,30,Sub Jail Musiri,NA,NO,NO,NO,"Sub Jail, Tasildhar Office Building Complex",Musiri Trichy Dist.-621211,NA
State,Tamil Nadu,3,Sub Jail,96,31,Sub Jail Thuraiyur,04327-222133,NO,NO,NO,Sub Jail Tasildhar Office Building Trichy,Main Road Sub Thuraiyur Trichy Dist.-621010,NA
State,Tamil Nadu,3,Sub Jail,96,32,Sub Jail Perambalur,04328-278900,NO,NO,NO,Sub Jail Tasildhar Office Building Near Old Bus,"Stand Sub Jail, Perambalur Dist.-621212",NA
State,Tamil Nadu,3,Sub Jail,96,33,Sub Jail Jeyamkondam,04331-251624,NO,NO,NO,"Tashildhar Office Building, Katcheri Road",sub Jail Jeyamkondam Ariyalur Dist.-621802,NA
State,Tamil Nadu,3,Sub Jail,96,34,Sub Jail Karur,04324-261360,NO,NO,NO,Tasildhar office Building Jawahar Bazar,"Sub Jail, Karur Dist.-639001",NA
State,Tamil Nadu,3,Sub Jail,96,35,Sub Jail Kulithalai,04323-225215,NO,NO,NO,Tasildhar Office Building Karur Main Road,sub Jail Kulithalai Karur Dist.-639104,NA
State,Tamil Nadu,3,Sub Jail,96,36,Sub Jail Omalur,04290-221295,NO,NO,NO,Tasildhar Office Complex,Omalur-636455,NA
State,Tamil Nadu,3,Sub Jail,96,37,Sub Jail Namakkal,04286-228432,NO,NO,NO,Tasildhar Office Complex,Namakkal-637001,NA
State,Tamil Nadu,3,Sub Jail,96,38,Sub Jail Rasipuram,04287-220100,NO,NO,NO,Tasildhar Office Complex,Rasipuram-637408,NA
State,Tamil Nadu,3,Sub Jail,96,39,Sub Jail Thiruchengode,04288-255505,NO,NO,NO,Tasildhar Office Complex,Tiruchengodu-637211,NA
State,Tamil Nadu,3,Sub Jail,96,40,Sub Jail Dharmapuri,04342-269292,NO,NO,NO,Tasildhar Office Complex,Dharamapuri-636701,NA
State,Tamil Nadu,3,Sub Jail,96,41,Sub Jail Harur,04346-220622,NO,NO,NO,Tasildhar Office Complex,Harur-636903,NA
State,Tamil Nadu,3,Sub Jail,96,42,Sub Jail Hosur,04344-223310,NO,NO,NO,Tasildhar Office Complex,Hosur-635109,NA
State,Tamil Nadu,3,Sub Jail,96,43,Sub Jail Uthangarai,04341-222201,NO,NO,NO,Near Uthangarai Police Station,Uthangarai-635207,NA
State,Tamil Nadu,3,Sub Jail,96,44,Sub Jail Erode,0424-2260248,NO,NO,NO,Katcheri Street Erode Dist.-638001,NA,NA
State,Tamil Nadu,3,Sub Jail,96,45,Sub Jail Perundurai,04294-220584,NO,NO,NO,"Bunglow Street, Perundurai",Erode Dist.-638052,NA
State,Tamil Nadu,3,Sub Jail,96,46,Sub Jail Bhavani,04256-232993,NO,NO,NO,mettupalayam Road Bhavani,Erode Dist.-638301,NA
State,Tamil Nadu,3,Sub Jail,96,47,Sub Jail Sathyamangalam,04295-223623,NO,NO,NO,Rangasamuthram (PO) Sathyamangalam,Erode Dist.-638402,NA
State,Tamil Nadu,3,Sub Jail,96,48,Sub Jail Tiruppur,0421-2230311,NO,NO,NO,"Uthukuli Road, Tiruppur Main (PO)",Tiruppur Dist.-641601,NA
State,Tamil Nadu,3,Sub Jail,96,49,Sub Jail Avinashi,04296-272113,NO,NO,NO,Kamarajar Street Opp. To Taluk Office Avinashi,Tiruppur Dist.-641664,NA
State,Tamil Nadu,3,Sub Jail,96,50,Sub Jail Palladam,04255-254100,NO,NO,NO,"Police Station Road, Palladam",Tiruppur Dist.-641664,NA
State,Tamil Nadu,3,Sub Jail,96,51,Sub Jail Udumalaipet,04252-226369,NO,NO,NO,Katcheri Street Udumelpet & (AO),Tiruppur Dist.-642126,NA
State,Tamil Nadu,3,Sub Jail,96,52,Sub Jail Dharapuram,04258-227171,NO,NO,NO,"Udumalai Road, Near Police Station","Dharapuram, Tiruppur Dist.-638656",NA
State,Tamil Nadu,3,Sub Jail,96,53,Sub Jail Uthagamandalam,0423-2447870,NO,NO,NO,"Ooty, Nilgiri Dist.-643001",NA,NA
State,Tamil Nadu,3,Sub Jail,96,54,Sub Jail Coonoor,0423-2206560,NO,NO,NO,"Palakkalava (PO), Near Sub Treasury","Coonoor, Nilgiri Dist.-643202",NA
State,Tamil Nadu,3,Sub Jail,96,55,Sub Jail Gudalur,04262-261570,NO,NO,NO,"Galiout Road, Gudalur, Nilgiri Dist.-643212",NA,NA
State,Tamil Nadu,3,Sub Jail,96,56,Sub Jail Vedasandur,04551-260644,NO,NO,NO,Tashildar Office Complex,Vedachandur Dindigul Dist.-624710,NA
State,Tamil Nadu,3,Sub Jail,96,57,Sub Jail Palani,04545-240755,NO,NO,NO,Tashildar Office Complex,"Dharapuram Road Palani, Dindigul Dist.-624601",NA
State,Tamil Nadu,3,Sub Jail,96,58,Sub Jail Kodaikanal,04542-241726,NO,NO,NO,"Anna Salai, Kodaikanal",Dindigul Dist.-624101,NA
State,Tamil Nadu,3,Sub Jail,96,59,Sub Jail Uthamamapalayam,04554-268100,NO,NO,NO,Tashildhar Office Complex Kombai Road,Uthamapalayam Theni Dist.-625533,NA
State,Tamil Nadu,3,Sub Jail,96,60,Sub Jail Periyakulam,04546-234782,NO,NO,NO,"Tashildar Office Complex, Agamalai Road",Periyakulam Theni Dist.-625601,NA
State,Tamil Nadu,3,Sub Jail,96,61,Sub Jail Usilampatti,04552-251175,NO,NO,NO,"R.D.O. Office Complex, Peraiyur Road",Periyakulam Usilampatti Madurai Dist.-625532,NA
State,Tamil Nadu,3,Sub Jail,96,62,Sub Jail Thirumangalam,04549-280457,NO,NO,NO,"Tashildhar Office Complex, Virudhunagar Road",Tirumangalam Madurai Dist.-625706,NA
State,Tamil Nadu,3,Sub Jail,96,63,Sub Jail Sivangangai,04575-244703,NO,NO,NO,Tashildhar Office Complex Near Weekly Market,Justice Rajasekaran Street Sivangai Dist.-630561,NA
State,Tamil Nadu,3,Sub Jail,96,64,Sub Jail Thirupathur,04577-266855,NO,NO,NO,Tashildar Office Complex Tirupathur,Sivagangai Dist.-623211,NA
State,Tamil Nadu,3,Sub Jail,96,65,Sub Jail Thiruvadanai,04561-254542,NO,NO,NO,Tashildar Office Complex Thondi Road,Thiruvadanai Ramanathapuram Dist.-623407,NA
State,Tamil Nadu,3,Sub Jail,96,66,Sub Jail Mudukulathur,04576-222853,NO,NO,NO,"Sub Jail, Tashildar Office Complex","Kadaladi Road, Mudukulathur Ramanathapuram, Dist",NA
State,Tamil Nadu,3,Sub Jail,96,67,Sub Jail Aruppukottai,04566-221951,NO,NO,NO,Tashildar Office Complex Arupukottai,Virudhunagar Dist.-626101,NA
State,Tamil Nadu,3,Sub Jail,96,68,Sub Jail Srivilliputhur,04563-266500,NO,NO,NO,"Rajapalayam Road, Srivilliputhur",Virudhunagar Dist.-626125,NA
State,Tamil Nadu,3,Sub Jail,96,69,Sub Jail Ambasamudram,04634-253538,NO,NO,NO,Tirunelveli Dist. 627401,NA,NA
State,Tamil Nadu,3,Sub Jail,96,70,Sub Jail Tenkasi,04633-220101,NO,NO,NO,Tirunelveli Dist. 627811,NA,NA
State,Tamil Nadu,3,Sub Jail,96,71,Sub Jail Sankarankovil,04636-226101,NO,NO,NO,Tirunelveli Dist. 627756,NA,NA
State,Tamil Nadu,3,Sub Jail,96,72,Sub Jail Kovilapatti,04632-233573,NO,NO,NO,Tuticorin Dist.-628501,NA,NA
State,Tamil Nadu,3,Sub Jail,96,73,Sub Jail Tutticorin,0461-2339597,NO,NO,NO,Tuticorin Dist.-628215,NA,NA
State,Tamil Nadu,3,Sub Jail,96,74,Sub Jail Thiruchendur,04639-246900,NO,NO,NO,Tuticorin Dist.-628215,NA,NA
State,Tamil Nadu,3,Sub Jail,96,75,Sub Jail Kuzhithurai,04651-264599,NO,NO,NO,Kanyakumari Dist.-629163,NA,NA
State,Tamil Nadu,3,Sub Jail,96,76,Sub Jail Aranthangi,04371-223945,NO,NO,NO,Annasalai & Near Taluk Office,Aranthangi Pudukottai Dist.-614616,NA
State,Tamil Nadu,3,Sub Jail,96,77,Sub Jail Thirumayam,04333-274800,NO,NO,NO,Tasildhar Office Compound Madurai Road,Thirumayam-622507 Pudukottai Dist.,NA
State,Tamil Nadu,3,Sub Jail,96,78,Sub Jail Keeranur,04339-263849,NO,NO,NO,"Taluk Office Road, Near Police Station",Keeranur Pudukottai Dist.-622502,NA
State,Tamil Nadu,3,Sub Jail,96,79,Sub Jail Thiruvidaimaruthur,0435-2460603,NO,NO,NO,"Kumbakkonam Main Road, Taluk Office Compound","Thiruvidaimaruthur, Thanjavur Dist.-612104",NA
State,Tamil Nadu,3,Sub Jail,96,80,Sub Jail Papanasam,04374-223450,NO,NO,NO,"Taluk Ofice Road, Court Campus",Papanasam Thanjavur Dist.-614205,NA
State,Tamil Nadu,3,Sub Jail,96,81,Sub Jail Pattukottai,04373-257100,NO,NO,NO,"Palaniyappan Road, Near Govt. Hospital",Pattukottai Thanjavur Dist.-614601,NA
State,Tamil Nadu,3,Sub Jail,96,82,Sub Jail Kumbakonam,0435-2402820,NO,NO,NO,Dr. Murthy Road Taluk Office Compound,Kumbakonam Thanjavur Dist.-612001,NA
State,Tamil Nadu,3,Sub Jail,96,83,Sub Jail Sirkali,04364-273255,NO,NO,NO,"Taluk Office Road, Near Taluk Office",Sirzhali-609110 Nagapattinam Dist.,NA
State,Tamil Nadu,3,Sub Jail,96,84,Sub Jail Mayiladuthurai,04364-224811,NO,NO,NO,Chinnakadai Street Near Taluk Office,Myladuthurai-609001 Nagapattinam Dist.,NA
State,Tamil Nadu,3,Sub Jail,96,85,Sub Jail Tharangabadi,04364-289781,NO,NO,NO,"Kaavalar Road, Near Munishvaran Kovil",Tharangambadi Pooraiyar-609307 Nagai Dist.,NA
State,Tamil Nadu,3,Sub Jail,96,86,Sub Jail Thiruthuraipoondi,04369-222652,NO,NO,NO,Katcheri Road Thiruthuraipoondi-614713,Thiruvarur Dist.,NA
State,Tamil Nadu,3,Sub Jail,96,87,Sub Jail Nannilam,04366-228014,NO,NO,NO,"Kumbakonam Main Road, Nallamangudi, Behind Addl.","Dravidar Welfare Office, Nannilam-610105 Thiruvaru",NA
State,Tamil Nadu,3,Sub Jail,96,88,Sub Jail Mannarkudi,04367-225444,NO,NO,NO,"Taluk Office Road, Near Judicial Magistrate-2 Cour","Mannargudi, Thiruvarur Dist.-614001",NA
State,Tamil Nadu,3,Sub Jail,96,89,Sub Jail Cuddalore,04142-220642,NO,NO,NO,Cuddalore Dist. Cuddalore-607001,NA,NA
State,Tamil Nadu,3,Sub Jail,96,90,Krishnagiri,04343-238052,NO,NO,NO,Tashildar Office Complex Krishnagiri-635001,NA,NA
State,Tamil Nadu,3,Sub Jail,96,91,Sub Jail Mettupalayam,04252-228980,NO,NO,NO,"Sirumangai Road, Mettupalayam",Coimbatore Dist.-641301,NA
State,Tamil Nadu,3,Sub Jail,96,92,Sub Jail Nilakottai,04543-230084,NO,NO,NO,"Tashildar Office Complex, Nilakottai",Dindigul Dist.-624208,NA
State,Tamil Nadu,3,Sub Jail,96,93,Sub Jail Paramakudi,04564-224788,NO,NO,NO,"Tashildar Office Complex, Gandhiji Road",Paramakudi Ramanathapuram Dist.-623707,NA
State,Tamil Nadu,3,Sub Jail,96,94,Sub Jail Sathur,04562-263539,NO,NO,NO,Tashildar Office Complex Sathur Main Road,"Sathur, Virudhunagar Dist.-626203",NA
State,Tamil Nadu,3,Sub Jail,96,95,Sub Jail Thuckalay,04651-256461,NO,NO,NO,Kanyakumari Dist.-629175,NA,NA
State,Tamil Nadu,3,Sub Jail,96,96,Sub Jail Thiruvarur,04366-244860,NO,NO,NO,South Street Near Taluk Office,Thiruvarur-610002,NA
State,Tamil Nadu,4,Women Jail,3,1,"Special Prison for Women, Puzhal",044-26590309,YES,NO,NO,Puzhal Chennai-600066 Tiruvallur Dist.,NA,womenpri@bsnl.in
State,Tamil Nadu,4,Women Jail,3,2,Speical Prison for Women Vellore,0416-2266036,YES,NO,NO,Thorapadi Vellore,NA,womenpri@gmail.com
State,Tamil Nadu,4,Women Jail,3,3,Special Prison for Women Trichy,0431-2700529,YES,NO,NO,Special Prison for Women Near Gandhi Market Police,Station Palakarai Trichy Dist,NA
State,Tamil Nadu,5,Borstal School,12,1,Borstal School Puzhal,044-26590302,NO,NO,NO,Borstal School Puzhal Chennai-600066,Tiruvallur Dist.,NA
State,Tamil Nadu,5,Borstal School,12,2,Borstal School Vellore,0416-2220015,NO,NO,NO,"Central Prison (Annex) Thorapadi, Vellore-632002",NA,NA
State,Tamil Nadu,5,Borstal School,12,3,Borstal School Panruti,04142-240346,NO,NO,NO,Sub Jail Panruti Cuddalore Dist.-607106,NA,NA
State,Tamil Nadu,5,Borstal School,12,4,Borstal School Ginjee,04145-224459,NO,NO,NO,"Borstal School Gingee, Villupram Dist.-604202",NA,NA
State,Tamil Nadu,5,Borstal School,12,5,Borstal School Ariyalur,04329-221221,NO,NO,NO,Tasildhar Office Building Near Ariyalur Bus Stand,Borstal School Ariyalur Dist.-621704,NA
State,Tamil Nadu,5,Borstal School,12,6,Borstal School Sankari,04283-240590,NO,NO,NO,"Tashildar Office complex, Sankagiri-637301",NA,NA
State,Tamil Nadu,5,Borstal School,12,7,Borstal School Paramathi,04268-251029,NO,NO,NO,"Tashildar Ofice Complex, Paramathi-637207",NA,NA
State,Tamil Nadu,5,Borstal School,12,8,Borstal School Pollachi,04259-229633,NO,NO,NO,Palakkad Road Pollachi Coimbatore Dist.-642001,NA,NA
State,Tamil Nadu,5,Borstal School,12,9,Borstal School Melur,0452-2417076,NO,NO,NO,"Tashildar Office Complex, Trichy Road, Melur",madurai Dist.-625106,NA
State,Tamil Nadu,5,Borstal School,12,10,Borstal School Nanguneri,04635-250759,NO,NO,NO,Tirunelveli Dist.-627108,NA,NA
State,Tamil Nadu,5,Borstal School,12,11,Borstal School Thanjavur,04362-277771,NO,NO,NO,"Borstal School, Court Road, Tasildhar Office campu",Thanjavur-613001,NA
State,Tamil Nadu,5,Borstal School,12,12,Borstal School Pudukottai,04322-222220,YES,NO,NO,"Near Aranmanai Street, Pudukottai-622001",Post Box NO.-27,NA
State,Tamil Nadu,6,Open Jail,3,1,"Open Air Jail, singanallur",0422-2271060,NO,NO,NO,Open Air Jail Singanallur Ondipudhur (Post),Coimbatore-641016,NA
State,Tamil Nadu,6,Open Jail,3,2,"Open Air Jail, Purasadaiudaippu",04575-202002,NO,NO,NO,Pulikanmai Post Sivagangai Taluk & Dist.,Kalaiankovil Viz-630551,NA
State,Tamil Nadu,6,Open Jail,3,3,Farm Jail Salem,0427-2345919,NO,NO,NO,"Moolaikkattukadu, Zahir Ammapalayam","Omalur Main Road, Salem-636005",NA
State,Tamil Nadu,7,Special Jail,5,1,"Special Sub Jail, Salem",0427-2404103,NO,NO,NO,Female Special Sub Jail Yarkad Main Road,Salem-636007,NA
State,Tamil Nadu,7,Special Jail,5,2,"Special Sub Jail, Kokkirakulam",0462-2500366,NO,NO,NO,Thirunelveli Dist.-627009,NA,NA
State,Tamil Nadu,7,Special Jail,5,3,"Special Sub Jail, Poonamallee",NA,NO,NO,NO,Chennai-600056,NA,NA
State,Tamil Nadu,7,Special Jail,5,4,"Special Sub Jail, Chengalpet",NA,NO,NO,NO,"Kanchipuram High Road, Chengalpet-601001",NA,NA
State,Tamil Nadu,7,Special Jail,5,5,"Special Sub Jail, Trichy",NA,NO,NO,NO,"Special Sub Jail, Trichy",NA,NA
State,Telangana,1,Central Jail,3,1,"Central Prison, Hyderabad",040-24527033,YES,NO,NO,"Central Prison, Hyderabad-500024",NA,apprisonscphyd@gmail.com
State,Telangana,1,Central Jail,3,2,"Central Prison, Cherlapalli",040-27261205,YES,NO,NO,"Central Prison, Cherlapalli Ranga Reddy Dist501301",NA,centralprisoncherlapalli@gmail.com
State,Telangana,1,Central Jail,3,3,"Central Prison, Warangal","0870-2500578, 9494632478",YES,NO,NO,"Central Prison, Warangal, Rangampet,","Nr Bhadrakali Temple, Warangal-506007",cpwarangal@gmail.com
State,Telangana,2,District Jail,7,1,"District Jail, Nalgonda",08682-244592/245448,YES,NO,NO,"District Jail, Nalgonda, DVK Road",Nalgonda District-,djnalgonda@gmail.com
State,Telangana,2,District Jail,7,2,"District Jail, Sangareddy",9494632158,NO,NO,NO,"District Jail, Sangareddy at Kandi (Village)",Medak (Dist.) Telangana,sdjsrd@gmail.com
State,Telangana,2,District Jail,7,3,"District Jail, Mahabubnagar",08542-278267,YES,NO,NO,"Dist. Jail, Mahabubnagar, Old Palamoor",Mahabubnagar-509001,NA
State,Telangana,2,District Jail,7,4,"District Jail, Khammam",9494632552,NO,NO,NO,"Dist. Jail, Khammam, Danavaigudem (V)","Mallemadugu (P), Khammam",districtjail.kmm@gmail.com
State,Telangana,2,District Jail,7,5,"District Jail, Karimnagar",9494632431,NO,NO,NO,"Dist. Jail, Karimnagar, H.NO.2-06-255","Beside Police Head Qtrs, Karimnagar",djk42431@gmail.com
State,Telangana,2,District Jail,7,6,"District Jail, Adilabad",08732-231533,NO,YES,YES,"Dist. Jail, Adilabad, Kursheed Nagar, Aidlabad",NA,districtjailadb@gmail.com
State,Telangana,2,District Jail,7,7,"District Jail, Nizamabad","08462-273111, 9494632282",YES,NO,NO,"Dist. Jail, Nizamabad, Sarangapoor",Nizamabad,djnizamabad@gmail.com
State,Telangana,3,Sub Jail,23,1,"Sub Jail, Bhongir",9494632232,NO,NO,NO,"Court Premises, Main Road, Bongir",NA,NA
State,Telangana,3,Sub Jail,23,2,"Sub Jail, Devarakonda",9494632252,NO,NO,NO,"Court Back Side, Main Road, Devarakonda",NA,NA
State,Telangana,3,Sub Jail,23,3,"Sub Jail, Huzurnagar",9908843727,NO,NO,NO,"Court Premises, Huzurnagar",NA,NA
State,Telangana,3,Sub Jail,23,4,"Sub Jail, Miryalaguda",9494632262,NO,NO,NO,"Vidya Nagar, Miryalaguda",NA,NA
State,Telangana,3,Sub Jail,23,5,"Sub Jail, Suryapet",9494632242,NO,NO,NO,"Court Premises, Kasturi Bazaar, Suryapet",NA,NA
State,Telangana,3,Sub Jail,23,6,"Sub Jail, Siddipet",08457-223876,NO,NO,NO,"Opp SBH Siddipet, Medak Dist",NA,NA
State,Telangana,3,Sub Jail,23,7,"Sub Jail, Medak",08452-220333,NO,NO,NO,"Court Premises, Medak Town, Medak Dist.",NA,NA
State,Telangana,3,Sub Jail,23,8,"Sub Jail, Jogipet",08450-272155,NO,NO,NO,"Hon'ble JFCM Court Premises, Medak",NA,NA
State,Telangana,3,Sub Jail,23,9,"Sub Jail, Nagarkurnool",08542-278267,NO,NO,NO,Old Palamoor Mahabubnagar-509001,NA,NA
State,Telangana,3,Sub Jail,23,10,"Sub Jail, Kalwakurthy",08542-278267,NO,NO,NO,Old Palamoor Mahabubnagar-509001,NA,NA
State,Telangana,3,Sub Jail,23,11,"Sub Jail, Pargi",NA,NO,NO,NO,"Sub Jail, Pargi, Ranga Reddy Dist.",NA,subjailpargi@gmail.com
State,Telangana,3,Sub Jail,23,12,"Sub Jail, Jangaon",NA,NO,NO,NO,"Janagaon (M), Warangal Dist.",NA,subjailjng@gmail.com
State,Telangana,3,Sub Jail,23,13,"Sub Jail, Parkal",NA,NO,NO,NO,"Parkal (M), Warangal Dist.",NA,subjailparkal@gmail.com
State,Telangana,3,Sub Jail,23,14,"Sub Jail, Narasampet",NA,NO,NO,NO,"Narasampet (M), Warangal Dist.",NA,subjailnarasampet@gmail.com
State,Telangana,3,Sub Jail,23,15,"Sub Jail, Mahabubabad",NA,NO,NO,NO,"Mahabubabad (M), Warangal Dist.",NA,subjailmahabubabad@gmail.com
State,Telangana,3,Sub Jail,23,16,"Sub Jail, Madhira","08749-273356,9494632582",NO,NO,NO,"Madhira, Khammam Dist.-507203",NA,NA
State,Telangana,3,Sub Jail,23,17,"Sub Jail, Sathupally","08761-283084, 9494632592",NO,NO,NO,"Sathupally, Khammam Dist.-507303",NA,NA
State,Telangana,3,Sub Jail,23,18,"Sub Jail, yellandu","08745-241130, 9492011229",NO,NO,NO,"Yellandu, Khammam Dist.-507123",NA,NA
State,Telangana,3,Sub Jail,23,19,"Sub Jail, Huzurabad",08727-250343,NO,NO,NO,"Near Court Huzurabad, Karimnagar Dist.",NA,sjhzrbd@apprisons.gov.in
State,Telangana,3,Sub Jail,23,20,"Sub Jail, Luxettipet",08739-238679,NO,NO,NO,"Beside JFCM Court, Luxettipet, Adilabad-504125",NA,NA
State,Telangana,3,Sub Jail,23,21,"Sub Jail, Armoor",9494632339,NO,NO,NO,"Sastrinagar, Armoor, Adilabad (Dist.)",NA,subjailarmoor@gmail.com
